id,class_solexs,goes_class,peak_utc,test_period,status,bins,T_peak_MK,T_peak_err_MK,T_max_MK,T_max_before_peak_s,fe_ew_peak_keV,peak_rate_cps,goes_ratio_peak,T_peak_slope1_MK,T_peak_slope1.6_MK,within_flare_spearman_T_goes_ratio,T_cdte_peak_MK,T_cdte_peak_err_MK,T_solexs_same_minute_MK
AL1-20240323-2332,M2.3,M2.4,2024-03-23 23:49:00,0,ok,65,16.87,0.66,22.42,610.0,1.877,2140.4,0.1605,15.29,17.49,0.929,,,
AL1-20240324-0050,C9.7,C9.8,2024-03-24 01:04:00,0,ok,47,14.56,1.06,25.69,430.0,1.399,890.4,0.13426,14.11,16.05,0.843,,,
AL1-20240324-0112,M1.3,M1.4,2024-03-24 01:25:00,0,ok,13,13.98,1.78,20.33,-50.0,1.931,1260.2,0.10655,15.91,18.18,,,,
AL1-20240324-0145,M2.5,M2.6,2024-03-24 02:17:00,0,ok,108,13.34,0.62,19.92,1610.0,1.096,2389.3,0.13383,12.31,13.81,0.745,,,
AL1-20240324-0358,M1.0,,2024-03-24 04:03:00,0,ok,5,24.71,1.73,24.71,10.0,1.406,887.0,0.10439,20.04,23.71,,,,
AL1-20240324-0709,C8.1,C8.2,2024-03-24 07:25:00,0,ok,19,16.78,1.63,19.26,550.0,1.328,733.2,0.09888,14.96,17.07,0.679,,,
AL1-20240324-0736,M1.3,M1.3,2024-03-24 07:50:00,0,ok,65,16.27,1.09,25.72,590.0,0.899,1229.3,0.13071,14.67,16.72,0.682,,,
AL1-20240324-0919,C7.7,,2024-03-24 09:25:00,0,ok,4,20.43,2.25,20.43,10.0,1.081,731.9,nan,18.25,21.29,,,,
AL1-20240324-0948,C9.4,,2024-03-24 09:52:00,0,ok,7,22.61,2.56,22.61,10.0,1.138,757.6,nan,16.86,19.49,,,,
AL1-20240324-1107,C9.1,C9.6,2024-03-24 11:18:00,0,ok,20,11.49,1.07,20.71,90.0,2.532,885.6,0.09677,13.51,15.27,0.536,,,
AL1-20240324-1209,M1.1,M1.1,2024-03-24 12:18:00,0,ok,8,21.04,1.46,21.87,30.0,1.232,1094.5,0.10805,16.83,19.47,,,,
AL1-20240324-1303,M1.2,M1.2,2024-03-24 13:13:00,0,ok,43,17.48,1.11,20.47,190.0,1.663,1178.9,0.12566,15.99,18.4,0.793,,,
AL1-20240324-1436,C5.1,C5.3,2024-03-24 14:45:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240324-1510,C5.1,C5.2,2024-03-24 15:21:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240324-1737,C5.7,C5.5,2024-03-24 17:45:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240325-0054,C5.8,,2024-03-25 01:04:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240325-1202,C5.7,C5.0,2024-03-25 12:09:00,0,no pre-flare background,,,,,,,,,,,,,,
AL1-20240325-1412,C6.1,C5.8,2024-03-25 14:51:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240325-1456,C8.1,C7.7,2024-03-25 15:01:00,0,ok,6,13.58,1.75,21.9,70.0,3.595,860.9,0.08428,17.33,20.07,,,,
AL1-20240325-1515,C8.1,,2024-03-25 15:29:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240326-0032,M1.9,M1.8,2024-03-26 00:36:00,0,ok,5,25.77,0.93,25.77,10.0,1.993,1753.3,0.1525,21.58,25.85,,,,
AL1-20240326-0106,C5.7,C5.3,2024-03-26 01:15:00,0,ok,5,15.05,1.74,20.65,110.0,2.352,578.6,0.09057,,,,,,
AL1-20240326-0222,C6.2,C5.2,2024-03-26 02:26:00,0,ok,3,17.6,1.57,17.6,-30.0,2.433,650.2,0.1115,,,,,,
AL1-20240326-1011,M1.1,M1.0,2024-03-26 10:16:00,0,ok,20,18.44,1.2,23.79,30.0,2.036,899.0,0.15063,18.14,21.17,0.771,,,
AL1-20240326-1036,M1.4,M1.3,2024-03-26 10:43:00,0,ok,31,17.77,0.85,27.13,170.0,2.636,1393.8,0.1705,16.48,19.0,0.903,,,
AL1-20240326-1206,C5.2,C4.3,2024-03-26 12:28:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240326-1245,C7.2,C6.4,2024-03-26 12:49:00,0,ok,2,18.21,2.15,20.97,50.0,0.714,743.4,0.09847,,,,,,
AL1-20240326-1255,M2.0,M1.9,2024-03-26 13:30:00,0,ok,89,16.44,0.86,19.74,530.0,1.216,1967.7,0.13329,14.33,16.29,0.825,,,
AL1-20240326-1945,C7.6,C6.8,2024-03-26 19:52:00,0,ok,15,16.62,1.51,22.77,90.0,2.376,730.0,0.1311,14.74,16.81,,,,
AL1-20240326-2004,C6.0,,2024-03-26 20:14:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240326-2143,M1.7,M1.6,2024-03-26 21:58:00,0,ok,41,15.29,0.72,28.35,390.0,1.84,1673.8,0.14182,14.77,16.84,0.978,,,
AL1-20240326-2343,C9.0,C8.5,2024-03-26 23:59:00,0,ok,16,15.34,1.29,19.55,190.0,1.351,845.8,0.12401,15.16,17.32,,,,
AL1-20240329-1541,C9.8,,2024-03-29 16:27:00,0,ok,155,14.46,1.38,20.51,2190.0,0.939,1010.0,0.0912,12.48,14.02,,,,
AL1-20240329-1719,C8.2,,2024-03-29 17:24:00,0,ok,2,20.85,2.15,20.85,-30.0,0.805,877.0,nan,,,,,,
AL1-20240329-1817,M1.0,,2024-03-29 18:43:00,0,ok,45,14.18,1.76,21.86,890.0,0.337,1087.5,nan,13.48,15.2,,,,
AL1-20240329-1919,M1.2,,2024-03-29 19:34:00,0,ok,52,12.78,1.07,19.07,410.0,1.817,1235.6,nan,13.57,15.34,,,,
AL1-20240331-1325,C5.5,,2024-03-31 14:10:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240401-0112,M4.4,,2024-04-01 01:31:00,0,ok,66,20.38,0.43,26.26,290.0,1.627,3952.1,nan,18.59,21.77,,,,
AL1-20240410-1145,C5.0,,2024-04-10 11:50:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240411-1351,C6.6,C5.8,2024-04-11 14:10:00,0,ok,5,13.3,1.44,17.51,30.0,1.726,669.0,0.0879,12.93,14.57,,,,
AL1-20240411-1646,M5.8,M5.3,2024-04-11 17:06:00,0,ok,27,22.25,0.35,28.79,170.0,1.904,4957.1,0.33261,20.48,24.32,0.617,,,
AL1-20240411-1902,C5.2,,2024-04-11 20:22:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240412-0312,C5.2,C5.5,2024-04-12 03:26:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240413-0456,M2.4,M2.3,2024-04-13 05:02:00,0,ok,7,18.06,0.65,22.14,70.0,3.21,2031.8,0.15008,16.76,19.37,,,,
AL1-20240413-1449,C5.8,C5.5,2024-04-13 15:00:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240414-0226,M4.6,M4.2,2024-04-14 02:32:00,0,ok,12,24.0,0.57,24.0,10.0,1.964,3098.9,0.24706,21.2,25.33,,44.32,0.25,22.28
AL1-20240414-1030,C5.3,,2024-04-14 11:01:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240414-1459,C5.8,C5.3,2024-04-14 15:09:00,0,ok,5,16.63,1.84,18.88,50.0,1.56,606.8,0.09275,13.88,15.73,,28.7,1.17,16.53
AL1-20240414-1622,C9.0,C7.9,2024-04-14 16:29:00,0,ok,18,16.59,1.19,21.79,150.0,1.219,844.4,0.14365,13.02,14.67,0.886,29.67,0.67,16.17
AL1-20240414-1819,C7.9,C7.1,2024-04-14 18:29:00,0,ok,12,20.78,1.87,20.78,10.0,1.705,732.9,0.11655,19.4,22.84,,32.28,0.83,18.48
AL1-20240415-0106,M1.8,M1.7,2024-04-15 01:17:00,0,ok,30,17.78,0.75,27.18,150.0,2.154,1639.7,0.18141,16.4,18.92,0.867,,,
AL1-20240415-0323,C6.4,C6.2,2024-04-15 03:33:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240415-0411,C5.4,C5.2,2024-04-15 04:17:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240415-0440,C5.9,C5.5,2024-04-15 04:46:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240415-0530,C8.7,C7.8,2024-04-15 05:37:00,0,ok,19,16.76,1.41,21.27,30.0,2.161,835.1,0.11611,16.58,19.13,0.543,,,
AL1-20240415-0659,C8.0,C7.8,2024-04-15 07:11:00,0,ok,45,15.85,1.65,18.83,-490.0,2.542,821.5,0.08698,14.61,16.64,0.439,,,
AL1-20240415-0721,M1.1,M1.0,2024-04-15 07:32:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240415-0810,C5.1,,2024-04-15 08:24:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240415-0838,M2.5,M2.3,2024-04-15 08:42:00,0,ok,17,21.46,0.71,21.89,50.0,1.998,2191.2,0.19411,18.89,22.17,,,,
AL1-20240415-0922,M1.3,M1.2,2024-04-15 09:32:00,0,ok,35,15.64,0.91,20.9,150.0,1.842,1223.5,0.13219,15.0,17.13,0.825,,,
AL1-20240415-1345,M1.4,M1.1,2024-04-15 14:03:00,0,ok,41,14.68,0.98,20.93,490.0,1.262,1352.5,0.11564,13.99,15.86,0.901,,,
AL1-20240415-1407,M2.3,M2.2,2024-04-15 14:16:00,0,ok,37,19.77,0.95,23.59,210.0,1.725,2205.3,0.18077,17.38,20.11,0.769,,,
AL1-20240415-1648,C5.6,C5.0,2024-04-15 17:05:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240415-1924,M4.1,M3.5,2024-04-15 19:32:00,0,ok,28,21.95,0.48,27.49,130.0,2.423,3941.7,0.23138,19.78,23.38,0.976,,,
AL1-20240415-2138,C5.7,C5.2,2024-04-15 21:43:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240416-1514,C5.7,C4.8,2024-04-16 15:34:00,0,ok,2,16.09,1.76,16.3,-30.0,1.937,607.2,0.09097,,,,,,
AL1-20240416-1722,C5.7,C5.2,2024-04-16 17:29:00,0,ok,1,16.64,1.92,16.64,50.0,2.145,600.0,0.09467,,,,,,
AL1-20240416-1749,M1.1,M1.1,2024-04-16 18:02:00,0,ok,45,16.07,1.44,20.43,450.0,1.439,1157.5,0.09333,15.2,17.36,0.625,,,
AL1-20240417-0313,C8.5,C8.0,2024-04-17 03:27:00,0,ok,37,16.49,1.38,23.78,230.0,2.284,844.8,0.11902,14.35,16.31,0.797,,,
AL1-20240417-1544,C6.7,C6.6,2024-04-17 15:48:00,0,ok,4,17.23,1.78,17.73,30.0,2.275,736.1,0.0838,14.73,16.78,,,,
AL1-20240417-1642,C5.8,C5.2,2024-04-17 16:47:00,0,ok,4,22.1,2.37,22.36,-30.0,1.778,602.0,0.1063,16.31,18.79,,,,
AL1-20240417-2000,C9.6,C8.9,2024-04-17 20:04:00,0,ok,5,18.85,1.57,21.54,-10.0,1.558,775.4,0.11609,18.08,21.09,,,,
AL1-20240417-2156,M1.6,M1.6,2024-04-17 22:08:00,0,ok,36,17.0,0.83,20.49,170.0,1.644,1625.2,0.1313,15.94,18.32,0.909,,,
AL1-20240417-2320,C8.2,C7.7,2024-04-17 23:25:00,0,ok,8,19.66,1.6,24.21,30.0,1.371,835.6,0.10067,17.8,20.71,,,,
AL1-20240418-0101,C6.4,,2024-04-18 01:19:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240418-0230,M2.2,M2.2,2024-04-18 02:48:00,0,ok,30,15.35,0.66,19.96,90.0,1.642,2120.4,0.13652,15.07,17.22,0.721,,,
AL1-20240418-0409,C5.5,,2024-04-18 04:20:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240418-0454,C5.1,,2024-04-18 05:02:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240418-0541,C7.7,C7.2,2024-04-18 06:08:00,0,ok,19,13.75,1.49,18.68,210.0,1.545,780.0,0.09187,15.48,17.73,0.6,,,
AL1-20240418-0716,M1.3,M1.2,2024-04-18 07:36:00,0,ok,90,15.16,0.96,20.1,470.0,1.77,1358.0,0.11761,14.09,15.99,0.861,,,
AL1-20240418-1119,C5.5,C8.8,2024-04-18 11:46:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240418-1147,C9.0,C8.8,2024-04-18 11:51:00,0,ok,4,16.19,1.77,17.55,-30.0,1.629,915.0,0.09159,,,,,,
AL1-20240418-1623,C9.9,C9.7,2024-04-18 16:46:00,0,ok,63,17.94,1.62,22.25,1030.0,1.388,1041.2,0.09502,15.45,17.69,0.423,,,
AL1-20240418-1922,M1.6,M1.5,2024-04-18 19:58:00,0,ok,119,13.71,0.86,20.07,1050.0,1.813,1610.7,0.11132,12.93,14.56,0.698,,,
AL1-20240419-0443,M2.2,M2.1,2024-04-19 04:53:00,0,ok,40,18.99,0.7,23.58,270.0,2.182,2072.4,0.17709,17.3,20.07,0.857,,,
AL1-20240419-1255,C9.5,M1.0,2024-04-19 13:05:00,0,ok,51,16.01,1.31,18.28,130.0,1.93,972.5,0.09888,14.09,15.99,0.191,,,
AL1-20240420-1651,C7.1,C7.5,2024-04-20 17:05:00,0,ok,23,15.15,1.54,18.89,250.0,1.427,721.8,0.09922,13.37,15.1,0.85,,,
AL1-20240421-0054,C5.5,C5.7,2024-04-21 01:13:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240421-0159,C5.1,,2024-04-21 02:26:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240421-1235,C9.9,M1.0,2024-04-21 12:58:00,0,ok,81,19.6,1.34,22.82,310.0,1.309,952.9,0.13834,17.25,20.0,0.844,,,
AL1-20240421-1507,M2.2,M2.2,2024-04-21 15:14:00,0,ok,21,19.92,0.7,21.5,110.0,2.217,2021.3,0.19166,18.08,21.09,0.964,,,
AL1-20240422-0028,C6.0,C6.5,2024-04-22 00:38:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240422-0531,C8.9,C8.9,2024-04-22 05:36:00,0,ok,14,18.06,1.42,18.06,10.0,2.03,849.0,0.1177,16.43,18.94,,,,
AL1-20240422-0758,M1.1,M1.0,2024-04-22 08:12:00,0,ok,51,16.3,1.22,21.82,290.0,1.948,1104.5,0.11092,16.27,18.73,0.676,,,
AL1-20240422-1207,C5.7,C5.8,2024-04-22 12:12:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240422-1307,M1.5,M1.6,2024-04-22 13:34:00,0,ok,101,14.37,0.81,19.44,770.0,1.329,1592.9,0.10678,13.99,15.87,0.739,,,
AL1-20240422-1444,M1.0,M1.1,2024-04-22 14:54:00,0,ok,19,15.98,1.58,21.7,110.0,2.443,1111.0,0.08012,17.74,20.6,0.657,,,
AL1-20240422-1509,M1.5,M1.6,2024-04-22 15:18:00,0,ok,38,15.61,1.13,19.02,130.0,1.686,1601.0,0.09984,15.23,17.37,0.879,,,
AL1-20240422-1541,M2.7,M2.7,2024-04-22 15:49:00,0,ok,35,14.78,0.72,17.64,190.0,1.839,2776.5,0.10071,14.09,15.98,0.909,,,
AL1-20240422-1626,C9.2,M1.0,2024-04-22 16:30:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240422-2103,M1.5,M1.5,2024-04-22 21:15:00,0,ok,30,15.6,0.88,19.74,110.0,2.615,1477.5,0.11252,14.44,16.42,0.442,,,
AL1-20240423-0309,M3.8,M3.6,2024-04-23 03:19:00,0,ok,59,19.75,0.48,25.57,330.0,1.374,3572.8,0.21527,17.72,20.63,0.97,,,
AL1-20240423-0728,C5.5,C5.4,2024-04-23 07:40:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240423-0806,M3.2,M3.0,2024-04-23 08:20:00,0,ok,43,18.78,0.5,23.62,150.0,1.799,2890.7,0.21369,17.13,19.85,0.732,,,
AL1-20240423-1330,C8.0,C7.7,2024-04-23 13:43:00,0,ok,11,15.5,1.56,17.34,90.0,1.488,834.5,0.08433,15.01,17.14,,,,
AL1-20240423-1515,C6.9,,2024-04-23 15:51:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240423-1634,C9.4,,2024-04-23 16:51:00,0,ok,4,13.52,1.72,15.48,90.0,1.188,1037.1,0.07134,13.45,15.16,,,,
AL1-20240423-1732,M2.8,M2.9,2024-04-23 17:43:00,0,ok,45,17.94,0.68,22.41,350.0,2.12,2784.4,0.14302,16.75,19.35,0.407,,,
AL1-20240423-1825,C8.3,,2024-04-23 18:41:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240423-2102,C7.4,C7.4,2024-04-23 21:10:00,0,ok,6,17.12,1.91,18.92,50.0,1.27,772.6,0.0849,,,,,,
AL1-20240423-2250,C6.1,C6.2,2024-04-23 22:54:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240424-0010,M1.7,M1.7,2024-04-24 00:29:00,0,ok,68,16.0,0.78,23.71,390.0,1.922,1731.2,0.13616,15.0,17.13,0.68,,,
AL1-20240424-0232,M1.8,M1.7,2024-04-24 02:39:00,0,ok,20,17.54,0.73,23.45,150.0,2.166,1824.8,0.14081,15.76,18.09,0.886,,,
AL1-20240424-0354,C5.9,C6.2,2024-04-24 04:13:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240424-0433,C7.4,C7.3,2024-04-24 04:40:00,0,ok,5,14.94,1.7,18.44,-10.0,2.15,763.4,0.08486,14.86,16.93,,,,
AL1-20240424-0735,C7.0,C6.9,2024-04-24 07:41:00,0,ok,6,17.5,1.76,20.62,70.0,1.975,753.2,0.08234,16.18,18.61,,,,
AL1-20240424-1018,C5.7,,2024-04-24 10:35:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240424-1207,M1.5,M1.4,2024-04-24 12:14:00,0,ok,68,20.38,0.95,25.1,150.0,2.535,1502.3,0.17561,18.87,22.14,0.98,,,
AL1-20240424-1402,C9.3,C9.3,2024-04-24 14:10:00,0,ok,20,14.4,1.29,17.81,-270.0,2.551,955.6,0.09591,12.87,14.49,0.543,,,
AL1-20240424-1948,C7.6,C7.8,2024-04-24 20:06:00,0,ok,16,12.51,1.46,15.12,130.0,1.874,832.9,0.07409,11.73,13.1,,,,
AL1-20240424-2214,C7.4,C7.3,2024-04-24 22:20:00,0,ok,4,14.54,1.6,16.87,-10.0,1.299,764.9,0.07444,15.25,17.44,,,,
AL1-20240424-2227,M1.1,M1.1,2024-04-24 22:48:00,0,ok,53,13.18,1.21,19.66,670.0,0.681,1186.0,0.08463,13.9,15.73,0.752,,,
AL1-20240424-2254,M2.0,M2.0,2024-04-24 22:59:00,0,ok,25,16.51,1.01,25.28,170.0,2.46,2027.5,0.1286,16.08,18.46,0.381,,,
AL1-20240425-1311,M1.0,C9.8,2024-04-25 13:21:00,0,ok,16,18.15,1.59,21.65,130.0,1.87,1023.0,0.10927,17.68,20.54,0.257,,,
AL1-20240425-1704,M1.5,M1.3,2024-04-25 17:12:00,0,ok,10,22.44,1.32,22.44,10.0,2.925,878.6,0.18317,21.75,26.09,,,,
AL1-20240425-1802,M1.1,C9.4,2024-04-25 18:07:00,0,ok,11,19.87,1.27,19.87,10.0,1.825,823.6,0.15581,18.76,22.0,,,,
AL1-20240426-0001,C5.2,C5.1,2024-04-26 00:09:00,0,no pre-flare background,,,,,,,,,,,,,,
AL1-20240426-1929,C5.2,C4.9,2024-04-26 19:34:00,0,ok,1,13.99,1.6,13.99,-30.0,1.763,574.8,0.09449,,,,,,
AL1-20240426-1959,C6.0,,2024-04-26 20:20:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240427-1224,M2.3,M2.1,2024-04-27 12:34:00,0,ok,45,15.98,0.57,23.3,290.0,1.987,2067.7,0.19014,16.18,18.62,0.893,,,
AL1-20240427-2128,M3.2,M3.0,2024-04-27 21:39:00,0,ok,47,18.55,0.51,23.2,430.0,1.718,2942.2,0.21265,17.14,19.86,0.821,,,
AL1-20240428-1215,C9.0,C7.7,2024-04-28 12:35:00,0,ok,54,15.33,1.2,20.22,390.0,1.137,808.8,0.14736,14.18,16.1,0.902,,,
AL1-20240428-1544,C7.1,C6.3,2024-04-28 16:01:00,0,ok,22,12.51,1.29,18.3,250.0,1.593,683.9,0.10898,12.56,14.11,0.214,,,
AL1-20240428-2006,C9.4,C8.3,2024-04-28 20:20:00,0,ok,42,15.19,1.1,20.37,430.0,1.567,887.7,0.14562,13.88,15.74,0.842,,,
AL1-20240428-2253,C8.5,C7.7,2024-04-28 23:06:00,0,ok,16,15.37,1.22,20.17,70.0,2.025,815.2,0.1187,15.97,18.35,,,,
AL1-20240429-0032,M2.6,M2.5,2024-04-29 00:48:00,0,ok,32,18.91,0.58,22.38,270.0,2.15,2466.2,0.20045,17.62,20.49,0.661,,,
AL1-20240429-0053,M3.8,M3.6,2024-04-29 01:11:00,0,ok,64,21.02,0.72,33.56,810.0,1.756,3592.9,0.21965,18.94,22.18,0.227,,,
AL1-20240429-1915,C9.4,C8.4,2024-04-29 19:25:00,0,ok,23,18.4,1.16,24.66,150.0,1.854,856.6,0.16405,17.16,19.9,0.964,,,
AL1-20240430-0046,M1.6,M1.6,2024-04-30 01:14:00,0,ok,99,15.25,0.68,22.69,1070.0,2.346,1618.1,0.16246,14.75,16.82,0.874,,,
AL1-20240430-1446,M1.3,M1.2,2024-04-30 15:10:00,0,ok,58,13.96,0.81,22.52,510.0,2.098,1204.7,0.14096,13.13,14.81,0.848,,,
AL1-20240430-1611,M1.4,M1.3,2024-04-30 16:33:00,0,ok,76,14.93,0.85,20.26,390.0,1.8,1370.2,0.13917,13.98,15.86,0.779,,,
AL1-20240430-2326,M9.3,M9.4,2024-04-30 23:46:00,0,ok,52,22.0,0.3,24.32,370.0,1.911,8663.5,0.26136,19.81,23.42,0.714,,,
AL1-20240501-1421,M1.9,M1.9,2024-05-01 14:43:00,0,ok,64,15.33,0.69,23.63,1070.0,1.588,1892.9,0.13919,14.24,16.18,0.774,,,
AL1-20240501-2226,M1.6,M1.8,2024-05-01 22:32:00,0,no pre-flare background,,,,,,,,,,,,,,
AL1-20240502-0207,M1.1,M1.0,2024-05-02 02:17:00,0,ok,26,17.24,1.0,22.87,210.0,1.894,999.4,0.16838,15.37,17.6,0.976,,,
AL1-20240502-1655,C7.3,C6.2,2024-05-02 17:00:00,0,ok,5,20.01,2.0,20.01,10.0,2.37,522.7,0.11319,15.91,18.27,,,,
AL1-20240502-1724,C9.6,C8.6,2024-05-02 17:32:00,0,ok,10,19.81,1.26,23.64,70.0,1.849,827.2,0.13382,15.79,18.13,,,,
AL1-20240502-2313,C5.3,C5.1,2024-05-02 23:19:00,0,ok,2,14.34,1.6,19.4,30.0,2.766,538.6,0.08742,,,,,,
AL1-20240503-0009,M2.7,M2.7,2024-05-03 00:15:00,0,ok,7,20.81,0.58,22.47,50.0,2.333,2893.4,0.1722,18.49,21.64,,,,
AL1-20240503-0211,X1.4,X1.6,2024-05-03 02:22:00,0,ok,25,24.34,0.26,28.45,110.0,1.69,11789.0,0.29735,21.73,26.06,0.738,,,
AL1-20240503-0317,C7.2,C7.3,2024-05-03 03:26:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240503-0508,C6.3,C6.6,2024-05-03 05:27:00,0,ok,4,12.01,1.35,16.48,90.0,1.368,648.5,0.0852,,,,,,
AL1-20240503-0630,C5.5,C5.2,2024-05-03 06:35:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240503-1601,C8.4,C8.0,2024-05-03 16:12:00,0,ok,23,16.8,1.31,19.54,70.0,2.555,763.8,0.13097,15.16,17.33,0.393,,,
AL1-20240503-1842,C7.8,C7.5,2024-05-03 18:55:00,0,ok,15,16.15,1.52,19.98,170.0,0.572,722.0,0.10441,16.92,19.58,,,,
AL1-20240503-2227,M1.3,,2024-05-03 22:41:00,0,ok,83,15.63,0.86,22.55,410.0,1.781,1203.4,0.15742,14.69,16.74,0.909,,,
AL1-20240503-2324,M2.4,M2.4,2024-05-03 23:29:00,0,ok,29,18.35,0.67,26.09,190.0,1.332,2165.6,0.18142,17.12,19.82,0.9,,,
AL1-20240504-0025,M1.5,M1.6,2024-05-04 00:36:00,0,ok,34,17.69,0.9,24.13,250.0,1.781,1488.3,0.13913,15.01,17.14,0.8,,,
AL1-20240504-0215,C6.2,C5.8,2024-05-04 02:32:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240504-0349,C6.1,C5.5,2024-05-04 03:54:00,0,ok,6,18.33,1.78,20.15,30.0,2.029,560.6,0.11888,17.62,20.47,,,,
AL1-20240504-0609,M9.0,M9.0,2024-05-04 06:20:00,0,ok,46,22.84,0.3,27.62,390.0,1.362,8224.4,0.31262,21.29,25.44,0.832,,,
AL1-20240504-0650,M1.4,M1.5,2024-05-04 07:07:00,0,ok,30,18.87,1.03,20.7,30.0,2.061,1489.0,0.12479,15.82,18.15,0.45,,,
AL1-20240504-1557,C7.0,,2024-05-04 16:14:00,0,ok,14,12.35,1.32,19.36,430.0,2.665,685.1,0.10405,11.36,12.66,,,,
AL1-20240504-1710,M1.0,C9.1,2024-05-04 17:19:00,0,ok,23,18.29,1.18,20.9,30.0,1.833,919.5,0.15677,17.71,20.6,0.738,,,
AL1-20240504-1806,M1.4,M1.3,2024-05-04 18:20:00,0,ok,21,18.98,0.87,24.71,130.0,2.002,1295.0,0.18077,18.22,21.28,0.786,,,
AL1-20240504-1908,C6.4,C5.6,2024-05-04 19:23:00,0,ok,15,13.4,1.51,17.65,110.0,0.881,618.1,0.10125,10.82,12.02,,,,
AL1-20240504-1935,C6.6,C6.0,2024-05-04 19:43:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240504-2146,C5.2,C4.8,2024-05-04 21:57:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240504-2227,M3.4,M3.2,2024-05-04 22:37:00,0,ok,60,18.73,0.49,24.21,310.0,1.714,3220.2,0.20983,17.37,20.17,0.852,,,
AL1-20240504-2333,M9.0,M8.9,2024-05-04 23:48:00,0,ok,43,21.5,0.31,25.09,570.0,1.653,8361.9,0.2572,19.58,23.09,0.723,,,
AL1-20240505-0115,M8.6,M8.3,2024-05-05 01:26:00,0,ok,65,24.18,0.33,27.22,130.0,1.997,7548.6,0.30818,21.72,26.04,0.61,,,
AL1-20240505-0255,C9.2,C8.7,2024-05-05 03:16:00,0,ok,40,15.33,1.34,20.27,430.0,1.524,896.2,0.11317,15.55,17.8,0.621,,,
AL1-20240505-0421,C9.4,C8.3,2024-05-05 04:25:00,0,ok,15,21.47,1.43,21.47,10.0,1.474,830.7,0.14502,19.81,23.4,1.0,,,
AL1-20240505-0526,C5.9,C5.5,2024-05-05 05:38:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240505-0547,X1.2,X1.2,2024-05-05 06:01:00,0,ok,35,21.62,0.25,25.46,130.0,1.704,11496.5,0.26082,19.97,23.63,0.809,,,
AL1-20240505-0812,M1.3,M1.2,2024-05-05 08:19:00,0,ok,24,18.01,1.02,30.52,270.0,1.481,1330.8,0.13266,16.09,18.49,0.857,,,
AL1-20240505-0906,C8.7,C8.3,2024-05-05 09:12:00,0,ok,20,16.08,1.46,19.42,110.0,1.786,863.0,0.10338,12.49,14.02,0.714,,,
AL1-20240505-0923,M2.5,M2.3,2024-05-05 09:37:00,0,ok,81,17.68,0.65,24.77,570.0,1.222,2315.2,0.18565,16.69,19.28,0.658,,,
AL1-20240505-0953,M7.8,M7.3,2024-05-05 10:00:00,0,ok,62,23.84,0.38,35.01,270.0,1.496,7054.9,0.26976,21.72,26.03,0.979,,,
AL1-20240505-1141,X1.3,X1.2,2024-05-05 11:54:00,0,ok,92,24.18,0.27,35.74,610.0,1.344,11377.2,0.31694,22.12,26.61,0.538,,,
